Name,BlockId,Col,Row,Name1,Name2,Drug1,Drug2,sd,Replicate,Value,Fa,Fu,FaFu,Drug,DrugNum,Average,Dist,Inflection,Neighbor,MedianEffect,count,min,max,Experiment
Topotecan hydrochloride_2,9,10,10,Tazemetostat_1,Topotecan hydrochloride_2,0,0,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,0.003906,2,0.9999,0.4999,4,3,FALSE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Topotecan hydrochloride_2,9,10,9,Tazemetostat_1,Topotecan hydrochloride_2,0,0.007812,NA,1,0.83109929729913,0.16890070270087,0.83109929729913,0.20322565937639,0.007812,2,0.83109929729913,0.33109929729913,4,2,TRUE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Topotecan hydrochloride_2,9,10,8,Tazemetostat_1,Topotecan hydrochloride_2,0,0.015625,NA,1,0.742707309909516,0.257292690090484,0.742707309909516,0.346425417735326,0.015625,2,0.742707309909516,0.242707309909516,4,1,TRUE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Topotecan hydrochloride_2,9,10,7,Tazemetostat_1,Topotecan hydrochloride_2,0,0.03125,NA,1,0.377750314155986,0.622249685844014,0.377750314155986,1.64725127293227,0.03125,2,0.377750314155986,0.122249685844014,4,0,TRUE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Topotecan hydrochloride_2,9,10,6,Tazemetostat_1,Topotecan hydrochloride_2,0,0.0625,NA,1,0.0845150136318962,0.915484986368104,0.0845150136318962,10.832217224214,0.0625,2,0.0845150136318962,0.415484986368104,4,-1,TRUE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Topotecan hydrochloride_2,9,10,5,Tazemetostat_1,Topotecan hydrochloride_2,0,0.125,NA,1,0.0220217115226331,0.977978288477367,0.0220217115226331,44.4097311633674,0.125,2,0.0220217115226331,0.477978288477367,4,-2,TRUE,5,0.007812,0.125,EOL1_ASSAY_ID_10946
Doxorubicin_2,10,10,10,Tazemetostat_1,Doxorubicin_2,0,0,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,0.0097655,2,0.9999,0.4999,3,2,TRUE,5,0.019531,0.15625,EOL1_ASSAY_ID_10946
Doxorubicin_2,10,10,9,Tazemetostat_1,Doxorubicin_2,0,0.019531,NA,1,0.753062818361833,0.246937181638167,0.753062818361833,0.327910468578622,0.019531,2,0.753062818361833,0.253062818361833,3,1,TRUE,5,0.019531,0.15625,EOL1_ASSAY_ID_10946
Doxorubicin_2,10,10,8,Tazemetostat_1,Doxorubicin_2,0,0.039062,NA,1,0.501181478347223,0.498818521652777,0.501181478347223,0.995285227414551,0.039062,2,0.501181478347223,0.00118147834722304,3,0,TRUE,5,0.019531,0.15625,EOL1_ASSAY_ID_10946
Doxorubicin_2,10,10,7,Tazemetostat_1,Doxorubicin_2,0,0.078125,NA,1,0.224463306447723,0.775536693552277,0.224463306447723,3.45507114648558,0.078125,2,0.224463306447723,0.275536693552277,3,-1,TRUE,5,0.019531,0.15625,EOL1_ASSAY_ID_10946
Doxorubicin_2,10,10,6,Tazemetostat_1,Doxorubicin_2,0,0.15625,NA,1,0.112784254496362,0.887215745503638,0.112784254496362,7.8664858801922,0.15625,2,0.112784254496362,0.387215745503638,3,-2,TRUE,5,0.019531,0.15625,EOL1_ASSAY_ID_10946
Tazemetostat_1,10,10,10,Tazemetostat_1,Doxorubicin_2,0,0,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,0.625,1,0.9999,0.4999,9,8,NA,5,1.25,20,EOL1_ASSAY_ID_10946
