Name1,Name2,BlockId,Col,Row,Drug1,Drug2,sd,Replicate,Value,Fa,Fu,FaFu,Name,Drug,DrugNum,min1,max1,min2,max2,Experiment
Vincristine sulfate_1,S63845_2,7,10,3,0.019531,1.25,NA,1,0.544605730387387,0.455394269612613,0.544605730387387,0.836190741674136,S63845_2,1.25,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,10,2,0.019531,2.5,NA,1,0.882957901544743,0.117042098455257,0.882957901544743,0.132556827738322,S63845_2,2.5,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,10,1,0.019531,5,NA,1,0.782816992690321,0.217183007309679,0.782816992690321,0.277437778353894,S63845_2,5,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,10,10,0.019531,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,8,10,0.039062,0.15625,NA,1,0.988469390690943,0.011530609309057,0.988469390690943,0.0116651151949147,Vincristine sulfate_1,0.039062,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,7,10,0.078125,0.15625,NA,1,0.853652371013167,0.146347628986833,0.853652371013167,0.171437032164672,Vincristine sulfate_1,0.078125,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,6,10,0.15625,0.15625,NA,1,0.498681925222967,0.501318074777033,0.498681925222967,1.00528623441262,Vincristine sulfate_1,0.15625,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,5,10,0.3125,0.15625,NA,1,0.199504027666113,0.800495972333887,0.199504027666113,4.01243013335843,Vincristine sulfate_1,0.3125,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,S63845_2,7,4,10,0.625,0.15625,NA,1,0.0844154137320266,0.915584586267973,0.0844154137320266,10.8461777984582,Vincristine sulfate_1,0.625,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,10,0.019531,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Venetoclax (ABT-199)_2,0,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,5,0.019531,0.3125,NA,1,0.777399250042342,0.222600749957658,0.777399250042342,0.286340319913524,Venetoclax (ABT-199)_2,0.3125,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,4,0.019531,0.625,NA,1,0.725431999511162,0.274568000488838,0.725431999511162,0.378488956475394,Venetoclax (ABT-199)_2,0.625,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,3,0.019531,1.25,NA,1,0.521644636997303,0.478355363002697,0.521644636997303,0.91701386168985,Venetoclax (ABT-199)_2,1.25,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,2,0.019531,2.5,NA,1,0.846844620206719,0.153155379793281,0.846844620206719,0.180854168685509,Venetoclax (ABT-199)_2,2.5,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,1,0.019531,5,NA,1,0.813467365932987,0.186532634067013,0.813467365932987,0.229305614310752,Venetoclax (ABT-199)_2,5,2,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,10,10,0.019531,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,8,10,0.039062,0.15625,NA,1,0.919975392962404,0.0800246070375956,0.919975392962404,0.0869855951037007,Vincristine sulfate_1,0.039062,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,7,10,0.078125,0.15625,NA,1,0.883749617404085,0.116250382595915,0.883749617404085,0.131542215472055,Vincristine sulfate_1,0.078125,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,6,10,0.15625,0.15625,NA,1,0.495174785279582,0.504825214720418,0.495174785279582,1.01948893547838,Vincristine sulfate_1,0.15625,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,5,10,0.3125,0.15625,NA,1,0.15913454428084,0.84086545571916,0.15913454428084,5.28399072319083,Vincristine sulfate_1,0.3125,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Venetoclax (ABT-199)_2,8,4,10,0.625,0.15625,NA,1,0.0718033458430556,0.928196654156944,0.0718033458430556,12.9269276140105,Vincristine sulfate_1,0.625,1,0.039062,0.625,0.3125,5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,10,0.019531,0.625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,UNC-1999_2,0,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,5,0.019531,1.25,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,1.25,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,4,0.019531,2.5,NA,1,0.887801648267152,0.112198351732848,0.887801648267152,0.126377724069156,UNC-1999_2,2.5,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,3,0.019531,5,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,5,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,2,0.019531,10,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,10,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,1,0.019531,20,NA,1,0.871080970434491,0.128919029565509,0.871080970434491,0.147998904741547,UNC-1999_2,20,2,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,10,10,0.019531,0.625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,8,10,0.039062,0.625,NA,1,0.915001672956262,0.0849983270437376,0.915001672956262,0.0928941766511945,Vincristine sulfate_1,0.039062,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,7,10,0.078125,0.625,NA,1,0.836205146797836,0.163794853202164,0.836205146797836,0.195878791023232,Vincristine sulfate_1,0.078125,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,6,10,0.15625,0.625,NA,1,0.411398432495533,0.588601567504467,0.411398432495533,1.43073361736948,Vincristine sulfate_1,0.15625,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,5,10,0.3125,0.625,NA,1,0.122100958750504,0.877899041249496,0.122100958750504,7.18994388113987,Vincristine sulfate_1,0.3125,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,UNC-1999_2,9,4,10,0.625,0.625,NA,1,0.0791561037923042,0.920843896207696,0.0791561037923042,11.633264550563,Vincristine sulfate_1,0.625,1,0.039062,0.625,1.25,20,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Navitoclax (ABT-263)_2,0,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,6,0.019531,0.15625,NA,1,0.844373506860505,0.155626493139495,0.844373506860505,0.18431001431835,Navitoclax (ABT-263)_2,0.15625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,5,0.019531,0.3125,NA,1,0.621984973813948,0.378015026186052,0.621984973813948,0.607755881734734,Navitoclax (ABT-263)_2,0.3125,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,4,0.019531,0.625,NA,1,0.578489999946706,0.421510000053294,0.578489999946706,0.728638351729721,Navitoclax (ABT-263)_2,0.625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,3,0.019531,1.25,NA,1,0.133225524581006,0.866774475418994,0.133225524581006,6.50606914962427,Navitoclax (ABT-263)_2,1.25,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,2,0.019531,2.5,NA,1,0.0325116999139378,0.967488300086062,0.0325116999139378,29.7581579138314,Navitoclax (ABT-263)_2,2.5,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,8,10,0.039062,0.078125,NA,1,0.78459237485984,0.21540762514016,0.78459237485984,0.274547181494901,Vincristine sulfate_1,0.039062,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,7,10,0.078125,0.078125,NA,1,0.728862205813693,0.271137794186307,0.728862205813693,0.372001445573121,Vincristine sulfate_1,0.078125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,6,10,0.15625,0.078125,NA,1,0.467341073511027,0.532658926488973,0.467341073511027,1.13976484559174,Vincristine sulfate_1,0.15625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,5,10,0.3125,0.078125,NA,1,0.121917316353245,0.878082683646755,0.121917316353245,7.20228028233974,Vincristine sulfate_1,0.3125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,Navitoclax (ABT-263)_2,10,4,10,0.625,0.078125,NA,1,0.0695009774327899,0.93049902256721,0.0695009774327899,13.3882868549157,Vincristine sulfate_1,0.625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,PTC-691_2,0,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,6,0.019531,0.15625,NA,1,0.905720923509689,0.0942790764903105,0.905720923509689,0.104092854700736,PTC-691_2,0.15625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,5,0.019531,0.3125,NA,1,0.768345298287365,0.231654701712635,0.768345298287365,0.301498170456683,PTC-691_2,0.3125,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,4,0.019531,0.625,NA,1,0.528960177537516,0.471039822462484,0.528960177537516,0.890501482843811,PTC-691_2,0.625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,3,0.019531,1.25,NA,1,0.325496381331255,0.674503618668745,0.325496381331255,2.07223077537783,PTC-691_2,1.25,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,2,0.019531,2.5,NA,1,0.127141239140664,0.872858760859336,0.127141239140664,6.8652686316329,PTC-691_2,2.5,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,8,10,0.039062,0.078125,NA,1,0.918434875645704,0.0815651243542961,0.918434875645704,0.0888088274053747,Vincristine sulfate_1,0.039062,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,7,10,0.078125,0.078125,NA,1,0.821887342947087,0.178112657052913,0.821887342947087,0.216711765403571,Vincristine sulfate_1,0.078125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,6,10,0.15625,0.078125,NA,1,0.519509274046726,0.480490725953274,0.519509274046726,0.92489345225829,Vincristine sulfate_1,0.15625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,5,10,0.3125,0.078125,NA,1,0.217707118314397,0.782292881685603,0.217707118314397,3.59332707052726,Vincristine sulfate_1,0.3125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,PTC-691_2,11,4,10,0.625,0.078125,NA,1,0.0920191994650603,0.90798080053494,0.0920191994650603,9.86729732287771,Vincristine sulfate_1,0.625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Vincristine sulfate_1,0,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,8,10,0.039062,0.078125,NA,1,0.865195388614712,0.134804611385288,0.865195388614712,0.155808286959466,Vincristine sulfate_1,0.039062,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,7,10,0.078125,0.078125,NA,1,0.819618044762705,0.180381955237295,0.819618044762705,0.220080507487508,Vincristine sulfate_1,0.078125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,6,10,0.15625,0.078125,NA,1,0.470517190898146,0.529482809101854,0.470517190898146,1.12532085829033,Vincristine sulfate_1,0.15625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,5,10,0.3125,0.078125,NA,1,0.178432186736763,0.821567813263237,0.178432186736763,4.60437003148585,Vincristine sulfate_1,0.3125,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,4,10,0.625,0.078125,NA,1,0.0823674794313924,0.917632520568608,0.0823674794313924,11.1407138703685,Vincristine sulfate_1,0.625,1,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,10,0.019531,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,WEHI-539_2,0,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,6,0.019531,0.15625,NA,1,0.975204926953507,0.024795073046493,0.975204926953507,0.0254255001807175,WEHI-539_2,0.15625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,5,0.019531,0.3125,NA,1,0.785744275654987,0.214255724345013,0.785744275654987,0.272678695834483,WEHI-539_2,0.3125,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,4,0.019531,0.625,NA,1,0.549049393405309,0.450950606594691,0.549049393405309,0.82132976014746,WEHI-539_2,0.625,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,3,0.019531,1.25,NA,1,0.252735760589899,0.747264239410101,0.252735760589899,2.95670164628047,WEHI-539_2,1.25,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
Vincristine sulfate_1,WEHI-539_2,12,10,2,0.019531,2.5,NA,1,0.0968969109540101,0.90310308904599,0.0968969109540101,9.32024643669629,WEHI-539_2,2.5,2,0.039062,0.625,0.15625,2.5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,10,0.3125,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,A-485 from Berkley Gryder (NCI)_1,0,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,6,10,0.625,0.15625,NA,1,0.831165959837205,0.168834040162795,0.831165959837205,0.203129156294927,A-485 from Berkley Gryder (NCI)_1,0.625,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,5,10,1.25,0.15625,NA,1,0.786259203319295,0.213740796680705,0.786259203319295,0.271845208015844,A-485 from Berkley Gryder (NCI)_1,1.25,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,4,10,2.5,0.15625,NA,1,0.469899685092918,0.530100314907082,0.469899685092918,1.12811379050458,A-485 from Berkley Gryder (NCI)_1,2.5,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,3,10,5,0.15625,NA,1,0.219481427918821,0.780518572081179,0.219481427918821,3.55619415948883,A-485 from Berkley Gryder (NCI)_1,5,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,2,10,10,0.15625,NA,1,0.0492969495738982,0.950703050426102,0.0492969495738982,19.2852308031952,A-485 from Berkley Gryder (NCI)_1,10,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,10,0.3125,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,S63845_2,0,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,5,0.3125,0.3125,NA,1,0.99,0.01,0.99,0.0101010101010101,S63845_2,0.3125,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,4,0.3125,0.625,NA,1,0.99,0.01,0.99,0.0101010101010101,S63845_2,0.625,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,3,0.3125,1.25,NA,1,0.99,0.01,0.99,0.0101010101010101,S63845_2,1.25,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,2,0.3125,2.5,NA,1,0.99,0.01,0.99,0.0101010101010101,S63845_2,2.5,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,S63845_2,13,10,1,0.3125,5,NA,1,0.908858480580903,0.0911415194190971,0.908858480580903,0.100281310420125,S63845_2,5,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,10,0.3125,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,A-485 from Berkley Gryder (NCI)_1,0,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,6,10,0.625,0.15625,NA,1,0.858054658193191,0.141945341806809,0.858054658193191,0.165426922925521,A-485 from Berkley Gryder (NCI)_1,0.625,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,5,10,1.25,0.15625,NA,1,0.815442726148233,0.184557273851767,0.815442726148233,0.226327696518343,A-485 from Berkley Gryder (NCI)_1,1.25,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,4,10,2.5,0.15625,NA,1,0.521516827214514,0.478483172785486,0.521516827214514,0.91748367035657,A-485 from Berkley Gryder (NCI)_1,2.5,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,3,10,5,0.15625,NA,1,0.178456447871563,0.821543552128437,0.178456447871563,4.6036081179858,A-485 from Berkley Gryder (NCI)_1,5,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,2,10,10,0.15625,NA,1,0.0358668484967233,0.964133151503277,0.0358668484967233,26.8808995468715,A-485 from Berkley Gryder (NCI)_1,10,1,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,10,0.3125,0.15625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,Venetoclax (ABT-199)_2,0,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,5,0.3125,0.3125,NA,1,0.99,0.01,0.99,0.0101010101010101,Venetoclax (ABT-199)_2,0.3125,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,4,0.3125,0.625,NA,1,0.953875524051282,0.0461244759487183,0.953875524051282,0.0483548165203142,Venetoclax (ABT-199)_2,0.625,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,3,0.3125,1.25,NA,1,0.99,0.01,0.99,0.0101010101010101,Venetoclax (ABT-199)_2,1.25,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,2,0.3125,2.5,NA,1,0.99,0.01,0.99,0.0101010101010101,Venetoclax (ABT-199)_2,2.5,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Venetoclax (ABT-199)_2,14,10,1,0.3125,5,NA,1,0.905916372678982,0.0940836273210177,0.905916372678982,0.10385464945599,Venetoclax (ABT-199)_2,5,2,0.625,10,0.3125,5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,10,0.3125,0.625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,A-485 from Berkley Gryder (NCI)_1,0,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,6,10,0.625,0.625,NA,1,0.852376119383601,0.147623880616399,0.852376119383601,0.173191009531278,A-485 from Berkley Gryder (NCI)_1,0.625,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,5,10,1.25,0.625,NA,1,0.784584396160365,0.215415603839635,0.784584396160365,0.274560142788775,A-485 from Berkley Gryder (NCI)_1,1.25,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,4,10,2.5,0.625,NA,1,0.497483859026137,0.502516140973863,0.497483859026137,1.01011546778136,A-485 from Berkley Gryder (NCI)_1,2.5,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,3,10,5,0.625,NA,1,0.177344244703495,0.822655755296505,0.177344244703495,4.63875079042976,A-485 from Berkley Gryder (NCI)_1,5,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,2,10,10,0.625,NA,1,0.0303536955172706,0.969646304482729,0.0303536955172706,31.9449176766967,A-485 from Berkley Gryder (NCI)_1,10,1,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,10,0.3125,0.625,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,UNC-1999_2,0,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,5,0.3125,1.25,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,1.25,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,4,0.3125,2.5,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,2.5,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,3,0.3125,5,NA,1,0.99,0.01,0.99,0.0101010101010101,UNC-1999_2,5,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,2,0.3125,10,NA,1,0.970188467598143,0.0298115324018574,0.970188467598143,0.0307275682998589,UNC-1999_2,10,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,UNC-1999_2,15,10,1,0.3125,20,NA,1,0.70557090609691,0.29442909390309,0.70557090609691,0.417291999087402,UNC-1999_2,20,2,0.625,10,1.25,20,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Navitoclax (ABT-263)_2,16,10,10,0.3125,0.078125,NA,1,0.9999,9.9999999999989e-05,0.9999,0.000100010001000089,A-485 from Berkley Gryder (NCI)_1,0,1,0.625,10,0.15625,2.5,HEL9217_ASSAY_ID_9551
A-485 from Berkley Gryder (NCI)_1,Navitoclax (ABT-263)_2,16,6,10,0.625,0.078125,NA,1,0.962946805570479,0.0370531944295206,0.962946805570479,0.0384789629241972,A-485 from Berkley Gryder (NCI)_1,0.625,1,0.625,10,0.15625,2.5,HEL9217_ASSAY_ID_9551
